com.samsung.shealth.calories_burned.details,6320001,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,0318492c-a982-4385-a679-92435f19f7f7.extra_data.json,,,,0.0,0,2063.7375,,2018-09-28 03:59:02.412,2018-09-08 13:51:22.851,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,0318492c-a982-4385-a679-92435f19f7f7,1535760000000,
,,c8253f77-b89b-4425-b558-46864fb13ce3.extra_data.json,,,,0.0,0,2063.7375,,2018-09-28 15:33:16.252,2018-09-08 13:51:22.970,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,c8253f77-b89b-4425-b558-46864fb13ce3,1535846400000,
,,83b68b34-7dc4-4f71-88c7-0b616185ff1a.extra_data.json,,,,0.0,0,2063.7375,,2018-09-29 15:39:04.819,2018-09-08 13:51:23.314,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,83b68b34-7dc4-4f71-88c7-0b616185ff1a,1535932800000,
,,75cc1cce-06ee-4131-942f-c2439985663e.extra_data.json,,,,0.0,0,2063.7375,,2018-10-01 11:55:49.275,2018-09-08 13:51:23.659,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,75cc1cce-06ee-4131-942f-c2439985663e,1536019200000,
,,66bd3d85-62ac-4814-92ab-c9325fe46ba5.extra_data.json,,,,0.0,0,2063.7375,,2018-10-02 10:30:41.853,2018-09-08 13:51:23.683,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,66bd3d85-62ac-4814-92ab-c9325fe46ba5,1536105600000,
,,5bdf9f09-2ce3-403b-87d9-ef62ce4d36ff.extra_data.json,,,,0.0,0,2063.7375,,2018-10-03 14:35:17.550,2018-09-08 13:51:23.724,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,5bdf9f09-2ce3-403b-87d9-ef62ce4d36ff,1536192000000,
,,afc6a536-a8d8-4b78-b116-304bc6644d80.extra_data.json,,,,0.0,0,2063.7375,,2018-10-04 12:18:55.707,2018-09-08 13:51:24.693,0.0,v7IxjSR0Ie,com.sec.android.app.shealth,afc6a536-a8d8-4b78-b116-304bc6644d80,1536278400000,
,,6ead7be3-651a-47b3-9c40-e70c867c0f2a.extra_data.json,,,,317.80002,10348660,1962.7764,,2018-10-05 11:04:49.320,2018-09-08 15:00:01.651,1043.786,v7IxjSR0Ie,com.sec.android.app.shealth,6ead7be3-651a-47b3-9c40-e70c867c0f2a,1536451200000,
,,79116dde-a5b5-4acf-9548-c45b8b24f19a.extra_data.json,,,,317.80002,4746855,2107.3508,,2018-10-06 15:31:05.689,2018-09-09 15:00:01.123,481.09998,v7IxjSR0Ie,com.sec.android.app.shealth,79116dde-a5b5-4acf-9548-c45b8b24f19a,1536537600000,
,,39343529-e593-42cd-a58b-281591f45319.extra_data.json,,,,317.80002,9828729,1976.195,,2018-10-07 15:35:04.762,2018-09-10 15:00:01.226,1242.5752,v7IxjSR0Ie,com.sec.android.app.shealth,39343529-e593-42cd-a58b-281591f45319,1536624000000,
,,2ae2eeea-95b5-43e5-a363-9987f544c8bf.extra_data.json,,,,317.80002,6745729,2055.7627,,2018-10-08 15:36:30.207,2018-09-11 15:00:02.356,656.5961,v7IxjSR0Ie,com.sec.android.app.shealth,2ae2eeea-95b5-43e5-a363-9987f544c8bf,1536710400000,
,,bc04f1d8-f358-4d6d-ac17-084322842b47.extra_data.json,,,,317.80002,7748271,2029.8885,,2018-10-09 15:41:27.911,2018-09-12 15:00:01.747,719.5039,v7IxjSR0Ie,com.sec.android.app.shealth,bc04f1d8-f358-4d6d-ac17-084322842b47,1536796800000,
,,8a212c28-4e88-434a-b1b7-5fa0e91d4c06.extra_data.json,,,,317.80002,5177536,2096.2356,,2018-10-11 13:11:53.984,2018-09-13 15:00:01.045,520.559,v7IxjSR0Ie,com.sec.android.app.shealth,8a212c28-4e88-434a-b1b7-5fa0e91d4c06,1536883200000,
,,aef8473d-31c9-421e-8061-99ab22844f8e.extra_data.json,,,,317.80002,8825570,2002.0851,,2018-10-12 11:17:39.579,2018-09-14 15:00:01.209,868.0073,v7IxjSR0Ie,com.sec.android.app.shealth,aef8473d-31c9-421e-8061-99ab22844f8e,1536969600000,
,,f29b491f-e983-4271-8a0c-282220c11a1b.extra_data.json,,,,317.80002,8302893,2015.5745,,2018-10-13 07:19:32.407,2018-09-15 15:00:00.767,795.1836,v7IxjSR0Ie,com.sec.android.app.shealth,f29b491f-e983-4271-8a0c-282220c11a1b,1537056000000,
,,70df2564-2eb9-4bf1-9a0f-55d74f8ca757.extra_data.json,,,,317.80002,8935316,1999.2528,,2018-10-14 09:23:35.656,2018-09-16 15:00:01.426,840.83185,v7IxjSR0Ie,com.sec.android.app.shealth,70df2564-2eb9-4bf1-9a0f-55d74f8ca757,1537142400000,
,,27e4423a-944b-403d-991e-9d69a9a814b9.extra_data.json,,,,317.80002,15911322,1819.212,,2018-10-15 09:30:58.919,2018-09-17 15:00:00.260,1552.4314,v7IxjSR0Ie,com.sec.android.app.shealth,27e4423a-944b-403d-991e-9d69a9a814b9,1537228800000,
,,ca2fa3ac-9e3f-4d70-8fd5-82496dad97e1.extra_data.json,,,,317.80002,5497510,2077.9417,,2018-10-16 09:37:33.072,2018-09-18 15:00:01.072,545.6098,v7IxjSR0Ie,com.sec.android.app.shealth,ca2fa3ac-9e3f-4d70-8fd5-82496dad97e1,1537315200000,
,,5cc2d1d0-0265-44b9-938f-50d6ad1d66e7.extra_data.json,,,,316.2,3526016,2128.5786,,2018-10-17 11:14:57.679,2018-09-19 15:28:13.424,342.34995,v7IxjSR0Ie,com.sec.android.app.shealth,5cc2d1d0-0265-44b9-938f-50d6ad1d66e7,1537401600000,
,,17be8a1e-63df-433a-83dd-2e47c6d44195.extra_data.json,,,,316.2,4907626,2093.0928,,2018-10-18 10:08:24.598,2018-09-20 15:00:01.590,476.46643,v7IxjSR0Ie,com.sec.android.app.shealth,17be8a1e-63df-433a-83dd-2e47c6d44195,1537488000000,
,,d638f62e-6c95-42e2-b396-ac5f54787b68.extra_data.json,,,,316.2,6946162,2040.7339,,2018-10-19 10:21:21.144,2018-09-21 15:00:01.921,702.5585,v7IxjSR0Ie,com.sec.android.app.shealth,d638f62e-6c95-42e2-b396-ac5f54787b68,1537574400000,
,,57a442a8-d63c-4162-be6f-b31766a06d06.extra_data.json,,,,316.2,3471568,2129.977,,2018-10-20 10:25:31.434,2018-09-22 15:00:01.156,350.40005,v7IxjSR0Ie,com.sec.android.app.shealth,57a442a8-d63c-4162-be6f-b31766a06d06,1537660800000,
,,bbc25844-4a8d-49e1-a082-d0f14d7211c5.extra_data.json,,,,316.2,5780263,2068.1792,,2018-10-21 10:32:42.226,2018-09-23 15:00:02.588,567.68353,v7IxjSR0Ie,com.sec.android.app.shealth,bbc25844-4a8d-49e1-a082-d0f14d7211c5,1537747200000,
,,0da893b6-b753-4816-995b-3ce151e00f28.extra_data.json,,,,316.2,5416669,2077.5068,,2018-10-22 10:37:19.022,2018-09-24 15:00:02.275,564.5197,v7IxjSR0Ie,com.sec.android.app.shealth,0da893b6-b753-4816-995b-3ce151e00f28,1537833600000,
,,908730d1-13e4-4804-be4a-ba93d149ce5a.extra_data.json,,,,316.2,11469646,1922.2267,,2018-10-23 10:46:22.740,2018-09-25 15:00:01.498,1149.3995,v7IxjSR0Ie,com.sec.android.app.shealth,908730d1-13e4-4804-be4a-ba93d149ce5a,1537920000000,
